sentence,label,norm_subj,norm_obj
"This utilization leads to the deacidification of the $$ cheese surface $$,  allowing the development of less acid-tolerant, aerobic or facultative  anaerobic, catalase-positive, halo-tolerant Gram-positive bacteria.çBacteria such as Brevibacterium aurantiacum, Corynebacterium, @@ Arthrobacter @@ and Staphylococcus spp.  are the most common species found on the cheese surface and play a role  during the ripening step in terms of aroma compounds and color  development of smear surface-ripened cheese ( Corsetti et al., 2001, Brennan et al., 2002, Rea et al., 2007, Goerges et al., 2008 and Mounier et al., 2005).",0,ncbi:1663,OBT:001341
"This utilization leads to the deacidification of the $$ cheese $$ surface,  allowing the development of less acid-tolerant, aerobic or facultative  anaerobic, catalase-positive, halo-tolerant Gram-positive bacteria.çBacteria such as Brevibacterium aurantiacum, Corynebacterium, @@ Arthrobacter @@ and Staphylococcus spp.  are the most common species found on the cheese surface and play a role  during the ripening step in terms of aroma compounds and color  development of smear surface-ripened cheese ( Corsetti et al., 2001, Brennan et al., 2002, Rea et al., 2007, Goerges et al., 2008 and Mounier et al., 2005).",0,ncbi:1663,OBT:001480
"This utilization leads to the deacidification of the $$ cheese surface $$,  allowing the development of less acid-tolerant, aerobic or facultative  anaerobic, catalase-positive, halo-tolerant Gram-positive bacteria.çBacteria such as Brevibacterium aurantiacum, Corynebacterium, Arthrobacter and @@ Staphylococcus spp. @@  are the most common species found on the cheese surface and play a role  during the ripening step in terms of aroma compounds and color  development of smear surface-ripened cheese ( Corsetti et al., 2001, Brennan et al., 2002, Rea et al., 2007, Goerges et al., 2008 and Mounier et al., 2005).",0,ncbi:29387,OBT:001341
"This utilization leads to the deacidification of the $$ cheese $$ surface,  allowing the development of less acid-tolerant, aerobic or facultative  anaerobic, catalase-positive, halo-tolerant Gram-positive bacteria.çBacteria such as Brevibacterium aurantiacum, Corynebacterium, Arthrobacter and @@ Staphylococcus spp. @@  are the most common species found on the cheese surface and play a role  during the ripening step in terms of aroma compounds and color  development of smear surface-ripened cheese ( Corsetti et al., 2001, Brennan et al., 2002, Rea et al., 2007, Goerges et al., 2008 and Mounier et al., 2005).",0,ncbi:29387,OBT:001480
"Then, at the beginning of the ripening process, acid-tolerant yeasts (@@ Debaryomyces hansenii @@, Geotrichum candidum, Kluyveromyces sp. and Yarrowia lipolytica) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).çThis utilization leads to the deacidification of the $$ cheese surface $$,  allowing the development of less acid-tolerant, aerobic or facultative  anaerobic, catalase-positive, halo-tolerant Gram-positive bacteria.",1,ncbi:4959,OBT:001341
"Then, at the beginning of the ripening process, acid-tolerant yeasts (@@ Debaryomyces hansenii @@, Geotrichum candidum, Kluyveromyces sp. and Yarrowia lipolytica) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).çThis utilization leads to the deacidification of the $$ cheese $$ surface,  allowing the development of less acid-tolerant, aerobic or facultative  anaerobic, catalase-positive, halo-tolerant Gram-positive bacteria.",1,ncbi:4959,OBT:001480
"Then, at the beginning of the ripening process, acid-tolerant yeasts (Debaryomyces hansenii, @@ Geotrichum candidum @@, Kluyveromyces sp. and Yarrowia lipolytica) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).çThis utilization leads to the deacidification of the $$ cheese surface $$,  allowing the development of less acid-tolerant, aerobic or facultative  anaerobic, catalase-positive, halo-tolerant Gram-positive bacteria.",1,ncbi:1173061,OBT:001341
"Then, at the beginning of the ripening process, acid-tolerant yeasts (Debaryomyces hansenii, @@ Geotrichum candidum @@, Kluyveromyces sp. and Yarrowia lipolytica) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).çThis utilization leads to the deacidification of the $$ cheese $$ surface,  allowing the development of less acid-tolerant, aerobic or facultative  anaerobic, catalase-positive, halo-tolerant Gram-positive bacteria.",1,ncbi:1173061,OBT:001480
"Then, at the beginning of the ripening process, acid-tolerant yeasts (Debaryomyces hansenii, Geotrichum candidum, @@ Kluyveromyces sp. @@ and Yarrowia lipolytica) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).çThis utilization leads to the deacidification of the $$ cheese surface $$,  allowing the development of less acid-tolerant, aerobic or facultative  anaerobic, catalase-positive, halo-tolerant Gram-positive bacteria.",1,ncbi:4910,OBT:001341
"Then, at the beginning of the ripening process, acid-tolerant yeasts (Debaryomyces hansenii, Geotrichum candidum, @@ Kluyveromyces sp. @@ and Yarrowia lipolytica) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).çThis utilization leads to the deacidification of the $$ cheese $$ surface,  allowing the development of less acid-tolerant, aerobic or facultative  anaerobic, catalase-positive, halo-tolerant Gram-positive bacteria.",1,ncbi:4910,OBT:001480
"Then, at the beginning of the ripening process, acid-tolerant yeasts (Debaryomyces hansenii, Geotrichum candidum, Kluyveromyces sp. and @@ Yarrowia lipolytica @@) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).çThis utilization leads to the deacidification of the $$ cheese surface $$,  allowing the development of less acid-tolerant, aerobic or facultative  anaerobic, catalase-positive, halo-tolerant Gram-positive bacteria.",1,ncbi:4952,OBT:001341
"Then, at the beginning of the ripening process, acid-tolerant yeasts (Debaryomyces hansenii, Geotrichum candidum, Kluyveromyces sp. and @@ Yarrowia lipolytica @@) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).çThis utilization leads to the deacidification of the $$ cheese $$ surface,  allowing the development of less acid-tolerant, aerobic or facultative  anaerobic, catalase-positive, halo-tolerant Gram-positive bacteria.",1,ncbi:4952,OBT:001480
"During $$ milk $$ coagulation, lactic acid bacteria such as Lactococcus lactis acidify curd by metabolizing the lactose into lactate.çThen, at the beginning of the ripening process, acid-tolerant yeasts (@@ Debaryomyces hansenii @@, Geotrichum candidum, Kluyveromyces sp. and Yarrowia lipolytica) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).",0,ncbi:4959,OBT:001645
"During milk coagulation, lactic acid bacteria such as Lactococcus lactis acidify $$ curd $$ by metabolizing the lactose into lactate.çThen, at the beginning of the ripening process, acid-tolerant yeasts (@@ Debaryomyces hansenii @@, Geotrichum candidum, Kluyveromyces sp. and Yarrowia lipolytica) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).",0,ncbi:4959,OBT:001208
"During $$ milk $$ coagulation, lactic acid bacteria such as Lactococcus lactis acidify curd by metabolizing the lactose into lactate.çThen, at the beginning of the ripening process, acid-tolerant yeasts (Debaryomyces hansenii, @@ Geotrichum candidum @@, Kluyveromyces sp. and Yarrowia lipolytica) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).",0,ncbi:1173061,OBT:001645
"During milk coagulation, lactic acid bacteria such as Lactococcus lactis acidify $$ curd $$ by metabolizing the lactose into lactate.çThen, at the beginning of the ripening process, acid-tolerant yeasts (Debaryomyces hansenii, @@ Geotrichum candidum @@, Kluyveromyces sp. and Yarrowia lipolytica) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).",0,ncbi:1173061,OBT:001208
"During $$ milk $$ coagulation, lactic acid bacteria such as Lactococcus lactis acidify curd by metabolizing the lactose into lactate.çThen, at the beginning of the ripening process, acid-tolerant yeasts (Debaryomyces hansenii, Geotrichum candidum, @@ Kluyveromyces sp. @@ and Yarrowia lipolytica) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).",0,ncbi:4910,OBT:001645
"During milk coagulation, lactic acid bacteria such as Lactococcus lactis acidify $$ curd $$ by metabolizing the lactose into lactate.çThen, at the beginning of the ripening process, acid-tolerant yeasts (Debaryomyces hansenii, Geotrichum candidum, @@ Kluyveromyces sp. @@ and Yarrowia lipolytica) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).",0,ncbi:4910,OBT:001208
"During $$ milk $$ coagulation, lactic acid bacteria such as Lactococcus lactis acidify curd by metabolizing the lactose into lactate.çThen, at the beginning of the ripening process, acid-tolerant yeasts (Debaryomyces hansenii, Geotrichum candidum, Kluyveromyces sp. and @@ Yarrowia lipolytica @@) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).",0,ncbi:4952,OBT:001645
"During milk coagulation, lactic acid bacteria such as Lactococcus lactis acidify $$ curd $$ by metabolizing the lactose into lactate.çThen, at the beginning of the ripening process, acid-tolerant yeasts (Debaryomyces hansenii, Geotrichum candidum, Kluyveromyces sp. and @@ Yarrowia lipolytica @@) dominate the surface and metabolize lactate ( Corsetti et al., 2001, Mounier et al., 2005 and Larpin et al., 2006).",0,ncbi:4952,OBT:001208
"During $$ milk $$ coagulation, lactic acid bacteria such as @@ Lactococcus lactis @@ acidify curd by metabolizing the lactose into lactate.",1,ncbi:1358,OBT:001645
"During milk coagulation, lactic acid bacteria such as @@ Lactococcus lactis @@ acidify $$ curd $$ by metabolizing the lactose into lactate.",1,ncbi:1358,OBT:001208
We concluded that @@ S. marcescens MG1 @@ utilizes different regulatory systems and adhesins in attachment to biotic and abiotic $$ surfaces $$ and that QS is a main regulatory pathway in adhesion to an abiotic surface but not in adhesion to a biotic surface.,1,ncbi:615,OBT:000062
We concluded that @@ S. marcescens MG1 @@ utilizes different regulatory systems and adhesins in attachment to biotic and $$ abiotic surfaces $$ and that QS is a main regulatory pathway in adhesion to an abiotic surface but not in adhesion to a biotic surface.,1,ncbi:615,OBT:000007
We concluded that @@ S. marcescens MG1 @@ utilizes different regulatory systems and adhesins in attachment to biotic and abiotic surfaces and that QS is a main regulatory pathway in adhesion to an $$ abiotic surface $$ but not in adhesion to a biotic surface.,1,ncbi:615,OBT:000007
We concluded that @@ S. marcescens MG1 @@ utilizes different regulatory systems and adhesins in attachment to biotic and abiotic surfaces and that QS is a main regulatory pathway in adhesion to an abiotic surface but not in adhesion to a $$ biotic surface $$.,1,ncbi:615,OBT:000062
"We also found that QS in @@ S. marcescens @@ regulates other potential cell surface adhesins, including exopolysaccharide and the outer membrane protein OmpX.çWe concluded that S. marcescens MG1 utilizes different regulatory systems and adhesins in attachment to biotic and abiotic $$ surfaces $$ and that QS is a main regulatory pathway in adhesion to an abiotic surface but not in adhesion to a biotic surface.",0,ncbi:615,OBT:000062
"We also found that QS in @@ S. marcescens @@ regulates other potential cell surface adhesins, including exopolysaccharide and the outer membrane protein OmpX.çWe concluded that S. marcescens MG1 utilizes different regulatory systems and adhesins in attachment to biotic and $$ abiotic surfaces $$ and that QS is a main regulatory pathway in adhesion to an abiotic surface but not in adhesion to a biotic surface.",0,ncbi:615,OBT:000007
"We also found that QS in @@ S. marcescens @@ regulates other potential cell surface adhesins, including exopolysaccharide and the outer membrane protein OmpX.çWe concluded that S. marcescens MG1 utilizes different regulatory systems and adhesins in attachment to biotic and abiotic surfaces and that QS is a main regulatory pathway in adhesion to an $$ abiotic surface $$ but not in adhesion to a biotic surface.",0,ncbi:615,OBT:000007
"We also found that QS in @@ S. marcescens @@ regulates other potential cell surface adhesins, including exopolysaccharide and the outer membrane protein OmpX.çWe concluded that S. marcescens MG1 utilizes different regulatory systems and adhesins in attachment to biotic and abiotic surfaces and that QS is a main regulatory pathway in adhesion to an abiotic surface but not in adhesion to a $$ biotic surface $$.",0,ncbi:615,OBT:000062
"Therefore, the expression of these two genes appears to be cocontrolled by regulators other than the QS system for mediation of attachment to $$ HCE cells $$.çWe also found that QS in @@ S. marcescens @@ regulates other potential cell surface adhesins, including exopolysaccharide and the outer membrane protein OmpX.",0,ncbi:615,OBT:000061
"In previous studies of @@ S. marcescens MG1 @@, we showed that biofilm maturation and sloughing were regulated by N-acyl homoserine lactone (AHL)-based quorum sensing (QS).çBecause of the importance of adhesion in initiating $$ biofilm $$ formation and infection, the primary goal of this study was to determine whether QS is important in adhesion to both abiotic and biotic surfaces, as assessed by determining the degree of attachment to hydrophilic tissue culture plates and human corneal epithelial (HCE) cells.",0,ncbi:615,OBT:000054
"In previous studies of @@ S. marcescens MG1 @@, we showed that biofilm maturation and sloughing were regulated by N-acyl homoserine lactone (AHL)-based quorum sensing (QS).çBecause of the importance of adhesion in initiating biofilm formation and infection, the primary goal of this study was to determine whether QS is important in adhesion to both abiotic and biotic $$ surfaces $$, as assessed by determining the degree of attachment to hydrophilic tissue culture plates and human corneal epithelial (HCE) cells.",0,ncbi:615,OBT:000007
"In previous studies of @@ S. marcescens MG1 @@, we showed that biofilm maturation and sloughing were regulated by N-acyl homoserine lactone (AHL)-based quorum sensing (QS).çBecause of the importance of adhesion in initiating biofilm formation and infection, the primary goal of this study was to determine whether QS is important in adhesion to both abiotic and $$ biotic surfaces $$, as assessed by determining the degree of attachment to hydrophilic tissue culture plates and human corneal epithelial (HCE) cells.",0,ncbi:615,OBT:000007
"In previous studies of @@ S. marcescens MG1 @@, we showed that biofilm maturation and sloughing were regulated by N-acyl homoserine lactone (AHL)-based quorum sensing (QS).çBecause of the importance of adhesion in initiating biofilm formation and infection, the primary goal of this study was to determine whether QS is important in adhesion to both abiotic and biotic surfaces, as assessed by determining the degree of attachment to $$ hydrophilic tissue culture plates $$ and human corneal epithelial (HCE) cells.",0,ncbi:615,OBT:000103
"In previous studies of @@ S. marcescens MG1 @@, we showed that biofilm maturation and sloughing were regulated by N-acyl homoserine lactone (AHL)-based quorum sensing (QS).çBecause of the importance of adhesion in initiating biofilm formation and infection, the primary goal of this study was to determine whether QS is important in adhesion to both abiotic and biotic surfaces, as assessed by determining the degree of attachment to $$ hydrophilic tissue culture $$ plates and human corneal epithelial (HCE) cells.",0,ncbi:615,OBT:000062
"In previous studies of @@ S. marcescens MG1 @@, we showed that biofilm maturation and sloughing were regulated by N-acyl homoserine lactone (AHL)-based quorum sensing (QS).çBecause of the importance of adhesion in initiating biofilm formation and infection, the primary goal of this study was to determine whether QS is important in adhesion to both abiotic and biotic surfaces, as assessed by determining the degree of attachment to hydrophilic tissue culture plates and $$ human corneal epithelial (HCE) cells $$.",0,ncbi:615,OBT:000061
"In previous studies of @@ S. marcescens MG1 @@, we showed that biofilm maturation and sloughing were regulated by N-acyl homoserine lactone (AHL)-based quorum sensing (QS).çBecause of the importance of adhesion in initiating biofilm formation and infection, the primary goal of this study was to determine whether QS is important in adhesion to both abiotic and biotic surfaces, as assessed by determining the degree of attachment to hydrophilic tissue culture plates and $$ human $$ corneal epithelial (HCE) cells.",0,ncbi:615,OBT:002488
"In previous studies of @@ S. marcescens MG1 @@, we showed that biofilm maturation and sloughing were regulated by N-acyl homoserine lactone (AHL)-based quorum sensing (QS).çBecause of the importance of adhesion in initiating biofilm formation and infection, the primary goal of this study was to determine whether QS is important in adhesion to both abiotic and biotic surfaces, as assessed by determining the degree of attachment to hydrophilic tissue culture plates and human $$ corneal $$ epithelial (HCE) cells.",0,ncbi:615,OBT:000573
"In previous studies of @@ S. marcescens MG1 @@, we showed that biofilm maturation and sloughing were regulated by N-acyl homoserine lactone (AHL)-based quorum sensing (QS).çBecause of the importance of adhesion in initiating biofilm formation and infection, the primary goal of this study was to determine whether QS is important in adhesion to both abiotic and biotic surfaces, as assessed by determining the degree of attachment to hydrophilic tissue culture plates and human corneal $$ epithelial $$ (HCE) cells.",0,ncbi:615,OBT:001091
"In previous studies of @@ S. marcescens MG1 @@, we showed that $$ biofilm $$ maturation and sloughing were regulated by N-acyl homoserine lactone (AHL)-based quorum sensing (QS).",1,ncbi:615,OBT:000054
"@@ Serratia marcescens @@ is an opportunistic pathogen and a major cause of ocular infections.çIn previous studies of S. marcescens MG1, we showed that $$ biofilm $$ maturation and sloughing were regulated by N-acyl homoserine lactone (AHL)-based quorum sensing (QS).",0,ncbi:615,OBT:000054
"Serratia marcescens is an opportunistic pathogen and a major cause of $$ ocular $$ infections.çIn previous studies of @@ S. marcescens MG1 @@, we showed that biofilm maturation and sloughing were regulated by N-acyl homoserine lactone (AHL)-based quorum sensing (QS).",0,ncbi:615,OBT:000627
@@ Serratia marcescens @@ is an opportunistic pathogen and a major cause of $$ ocular $$ infections.,1,ncbi:615,OBT:000627
Quorum-sensing regulation of adhesion in @@ Serratia marcescens MG1 @@ is surface dependent.çSerratia marcescens is an opportunistic pathogen and a major cause of $$ ocular $$ infections.,0,ncbi:615,OBT:000627
The in vitro assay of tuberculin hypersensitivity in ¢¢ Macaca mulatta sensitized with bacille Calmette Guerin cell wall vaccine ¢¢ and-or infected with virulent Mycobacterium tuberculosis.,0,ncbi:33892,OBT:002201
The in vitro assay of tuberculin hypersensitivity in $$ Macaca mulatta $$ sensitized with @@ bacille Calmette Guerin @@ cell wall vaccine and-or infected with virulent Mycobacterium tuberculosis.,0,ncbi:33892,OBT:002201
The in vitro assay of tuberculin hypersensitivity in Macaca mulatta sensitized with ¢¢ bacille Calmette Guerin cell wall vaccine ¢¢ and-or infected with virulent Mycobacterium tuberculosis.,0,ncbi:33892,OBT:000464
The in vitro assay of tuberculin hypersensitivity in $$ Macaca mulatta sensitized with bacille Calmette Guerin cell wall vaccine $$ and-or infected with virulent @@ Mycobacterium tuberculosis @@.,0,ncbi:1773,OBT:002201
The in vitro assay of tuberculin hypersensitivity in $$ Macaca mulatta $$ sensitized with bacille Calmette Guerin cell wall vaccine and-or infected with virulent @@ Mycobacterium tuberculosis @@.,1,ncbi:1773,OBT:002201
The in vitro assay of tuberculin hypersensitivity in Macaca mulatta sensitized with $$ bacille Calmette Guerin cell wall vaccine $$ and-or infected with virulent @@ Mycobacterium tuberculosis @@.,0,ncbi:1773,OBT:000464
"As a second example, we compared the genomes of two strains of @@ Streptococcus infantarius @@  isolated from $$ Western African fermented milks $$, sequenced in this work  (3AG and 11FA), with those of the type strain isolated from infant feces  (ATCC BAA-102), and of strain CJ18, isolated from Eastern African  fermented milk.",1,ncbi:150054,OBT:003146
"As a second example, we compared the genomes of two strains of @@ Streptococcus infantarius @@  isolated from Western African fermented milks, sequenced in this work  (3AG and 11FA), with those of the type strain isolated from $$ infant $$ feces  (ATCC BAA-102), and of strain CJ18, isolated from Eastern African  fermented milk.",0,ncbi:150054,OBT:003263
"As a second example, we compared the genomes of two strains of @@ Streptococcus infantarius @@  isolated from Western African fermented milks, sequenced in this work  (3AG and 11FA), with those of the type strain isolated from $$ infant feces $$  (ATCC BAA-102), and of strain CJ18, isolated from Eastern African  fermented milk.",1,ncbi:150054,OBT:001102
"As a second example, we compared the genomes of two strains of @@ Streptococcus infantarius @@  isolated from Western African fermented milks, sequenced in this work  (3AG and 11FA), with those of the type strain isolated from infant feces  (ATCC BAA-102), and of strain CJ18, isolated from $$ Eastern African  fermented milk $$.",0,ncbi:150054,OBT:003146
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from $$ Western African fermented milks $$, sequenced in this work  (@@ 3AG @@ and 11FA), with those of the type strain isolated from infant feces  (ATCC BAA-102), and of strain CJ18, isolated from Eastern African  fermented milk.",1,ncbi:1255600,OBT:003146
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from Western African fermented milks, sequenced in this work  (@@ 3AG @@ and 11FA), with those of the type strain isolated from $$ infant $$ feces  (ATCC BAA-102), and of strain CJ18, isolated from Eastern African  fermented milk.",0,ncbi:1255600,OBT:003263
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from Western African fermented milks, sequenced in this work  (@@ 3AG @@ and 11FA), with those of the type strain isolated from $$ infant feces $$  (ATCC BAA-102), and of strain CJ18, isolated from Eastern African  fermented milk.",0,ncbi:1255600,OBT:001102
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from Western African fermented milks, sequenced in this work  (@@ 3AG @@ and 11FA), with those of the type strain isolated from infant feces  (ATCC BAA-102), and of strain CJ18, isolated from $$ Eastern African  fermented milk $$.",0,ncbi:1255600,OBT:003146
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from $$ Western African fermented milks $$, sequenced in this work  (3AG and @@ 11FA @@), with those of the type strain isolated from infant feces  (ATCC BAA-102), and of strain CJ18, isolated from Eastern African  fermented milk.",1,ncbi:1255580,OBT:003146
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from Western African fermented milks, sequenced in this work  (3AG and @@ 11FA @@), with those of the type strain isolated from $$ infant $$ feces  (ATCC BAA-102), and of strain CJ18, isolated from Eastern African  fermented milk.",0,ncbi:1255580,OBT:003263
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from Western African fermented milks, sequenced in this work  (3AG and @@ 11FA @@), with those of the type strain isolated from $$ infant feces $$  (ATCC BAA-102), and of strain CJ18, isolated from Eastern African  fermented milk.",0,ncbi:1255580,OBT:001102
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from Western African fermented milks, sequenced in this work  (3AG and @@ 11FA @@), with those of the type strain isolated from infant feces  (ATCC BAA-102), and of strain CJ18, isolated from $$ Eastern African  fermented milk $$.",0,ncbi:1255580,OBT:003146
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from $$ Western African fermented milks $$, sequenced in this work  (3AG and 11FA), with those of the type strain isolated from infant feces  (@@ ATCC BAA-102 @@), and of strain CJ18, isolated from Eastern African  fermented milk.",0,ncbi:471872,OBT:003146
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from Western African fermented milks, sequenced in this work  (3AG and 11FA), with those of the type strain isolated from $$ infant $$ feces  (@@ ATCC BAA-102 @@), and of strain CJ18, isolated from Eastern African  fermented milk.",0,ncbi:471872,OBT:003263
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from Western African fermented milks, sequenced in this work  (3AG and 11FA), with those of the type strain isolated from $$ infant feces $$  (@@ ATCC BAA-102 @@), and of strain CJ18, isolated from Eastern African  fermented milk.",1,ncbi:471872,OBT:001102
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from Western African fermented milks, sequenced in this work  (3AG and 11FA), with those of the type strain isolated from infant feces  (@@ ATCC BAA-102 @@), and of strain CJ18, isolated from $$ Eastern African  fermented milk $$.",0,ncbi:471872,OBT:003146
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from $$ Western African fermented milks $$, sequenced in this work  (3AG and 11FA), with those of the type strain isolated from infant feces  (ATCC BAA-102), and of strain @@ CJ18 @@, isolated from Eastern African  fermented milk.",0,ncbi:1069533,OBT:003146
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from Western African fermented milks, sequenced in this work  (3AG and 11FA), with those of the type strain isolated from $$ infant $$ feces  (ATCC BAA-102), and of strain @@ CJ18 @@, isolated from Eastern African  fermented milk.",0,ncbi:1069533,OBT:003263
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from Western African fermented milks, sequenced in this work  (3AG and 11FA), with those of the type strain isolated from $$ infant feces $$  (ATCC BAA-102), and of strain @@ CJ18 @@, isolated from Eastern African  fermented milk.",0,ncbi:1069533,OBT:001102
"As a second example, we compared the genomes of two strains of Streptococcus infantarius  isolated from Western African fermented milks, sequenced in this work  (3AG and 11FA), with those of the type strain isolated from infant feces  (ATCC BAA-102), and of strain @@ CJ18 @@, isolated from $$ Eastern African  fermented milk $$.",1,ncbi:1069533,OBT:003146
"@@ C. variabile @@/C. casei were also detected in a $$ Gubbeen cheese $$ and were dominant among bacterial species ( Mounier et al., 2005).",1,ncbi:1727,OBT:003505
"C. variabile/@@ C. casei @@ were also detected in a $$ Gubbeen cheese $$ and were dominant among bacterial species ( Mounier et al., 2005).",1,ncbi:160386,OBT:003505
The  most abundant aroma compounds produced during $$ cheese $$ ripening in the  presence of @@ P. celer @@ were branched-chain aldehydes such as  3-methyl butanal and ketones.,1,ncbi:306572,OBT:001480
"No @@ V. salmonicida @@ could be detected in sediments not influenced by fish farming.çThe number of positive samples was generally higher with application of $$ rabbit $$ serum as opposed to use of monoclonal antibodies, indicating that the rabbit serum may cross-react with other bacteria.",0,ncbi:40269,OBT:002572
"No @@ V. salmonicida @@ could be detected in sediments not influenced by fish farming.çThe number of positive samples was generally higher with application of $$ rabbit serum $$ as opposed to use of monoclonal antibodies, indicating that the rabbit serum may cross-react with other bacteria.",0,ncbi:40269,OBT:002572|OBT:000524
"No @@ V. salmonicida @@ could be detected in sediments not influenced by fish farming.çThe number of positive samples was generally higher with application of rabbit serum as opposed to use of monoclonal antibodies, indicating that the $$ rabbit serum $$ may cross-react with other bacteria.",0,ncbi:40269,OBT:000524
"No @@ V. salmonicida @@ could be detected in sediments not influenced by fish farming.çThe number of positive samples was generally higher with application of rabbit serum as opposed to use of monoclonal antibodies, indicating that the $$ rabbit $$ serum may cross-react with other bacteria.",0,ncbi:40269,OBT:002572
No @@ V. salmonicida @@ could be detected in $$ sediments $$ not influenced by fish farming.,0,ncbi:40269,OBT:001430
No @@ V. salmonicida @@ could be detected in sediments not influenced by $$ fish $$ farming.,0,ncbi:40269,OBT:002903
No @@ V. salmonicida @@ could be detected in sediments not influenced by $$ fish farming $$.,0,ncbi:40269,OBT:000630
The bacterium was also detected in a $$ sediment sample from a disease-free fish farm $$.çNo @@ V. salmonicida @@ could be detected in sediments not influenced by fish farming.,0,ncbi:40269,OBT:001430
The bacterium was also detected in a sediment sample from a $$ disease-free fish farm $$.çNo @@ V. salmonicida @@ could be detected in sediments not influenced by fish farming.,0,ncbi:40269,OBT:000630
The bacterium was also detected in a sediment sample from a disease-free $$ fish $$ farm.çNo @@ V. salmonicida @@ could be detected in sediments not influenced by fish farming.,0,ncbi:40269,OBT:002903
@@ V. salmonicida @@ was detected in sediment samples from diseased farms several months after an outbreak of the disease.çThe bacterium was also detected in a $$ sediment sample from a disease-free fish farm $$.,1,ncbi:40269,OBT:001430
@@ V. salmonicida @@ was detected in sediment samples from diseased farms several months after an outbreak of the disease.çThe bacterium was also detected in a sediment sample from a $$ disease-free fish farm $$.,1,ncbi:40269,OBT:000630
@@ V. salmonicida @@ was detected in sediment samples from diseased farms several months after an outbreak of the disease.çThe bacterium was also detected in a sediment sample from a disease-free $$ fish $$ farm.,0,ncbi:40269,OBT:002903
@@ V. salmonicida @@ was detected in $$ sediment samples from diseased farms $$ several months after an outbreak of the disease.,1,ncbi:40269,OBT:001430
@@ V. salmonicida @@ was detected in sediment samples from $$ diseased farms $$ several months after an outbreak of the disease.,1,ncbi:40269,OBT:000630
"The specificities of the monoclonal antibodies and polyclonal rabbit serum used in the study were tested against a number of @@ Vibrio @@ strains, including 4 isolates from intestinal tracts of healthy fish and 98 isolates from sediments.çV. salmonicida was detected in $$ sediment samples from diseased farms $$ several months after an outbreak of the disease.",0,ncbi:662,OBT:001430
"The specificities of the monoclonal antibodies and polyclonal rabbit serum used in the study were tested against a number of @@ Vibrio @@ strains, including 4 isolates from intestinal tracts of healthy fish and 98 isolates from sediments.çV. salmonicida was detected in sediment samples from $$ diseased farms $$ several months after an outbreak of the disease.",0,ncbi:662,OBT:000630
"The specificities of the monoclonal antibodies and $$ polyclonal rabbit serum $$ used in the study were tested against a number of Vibrio strains, including 4 isolates from intestinal tracts of healthy fish and 98 isolates from sediments.ç@@ V. salmonicida @@ was detected in sediment samples from diseased farms several months after an outbreak of the disease.",0,ncbi:40269,OBT:000524
"The specificities of the monoclonal antibodies and polyclonal $$ rabbit $$ serum used in the study were tested against a number of Vibrio strains, including 4 isolates from intestinal tracts of healthy fish and 98 isolates from sediments.ç@@ V. salmonicida @@ was detected in sediment samples from diseased farms several months after an outbreak of the disease.",0,ncbi:40269,OBT:002572
